task_id,team_velocity,burn_down_gap,issue_churn,scope_change_pct,backlog_aging,blockers,lead_time,cycle_time,open_defects,closed_defects,external_dependencies,delayed
45,18.17182407706058,4.140294074466546,4,8.084939408831278,1.0,1,3.505096291642422,5.068759390850711,3,3,1,1
46,24.24124633284233,5.355402502014025,2,0.9228113855483139,39.76576667323617,1,11.529597653275458,1.757353994401491,3,7,1,0
47,26.3148898323217,-10.372431755081557,2,5.7511456429764465,17.401282355772324,2,13.807771765517955,4.440308700792328,2,7,4,0
48,38.45697780975132,-0.11017432002135225,4,5.950335297409165,29.64899869027385,1,3.927041836674877,8.37749567517631,5,4,2,0
49,32.74894631654769,5.60930752397126,2,8.391471256954846,31.610926999917403,2,6.876888304321113,1.3730970549521566,5,2,1,0
50,15.895678757098128,-0.9333948115672248,3,23.586568326011573,35.64496773940547,3,7.041884868678749,4.5102959245741765,3,3,1,1
51,32.592671755158364,3.645318225011822,4,20.1210699665787,12.720381352702091,2,11.761163358533167,3.8774402397849874,2,5,1,1
52,26.919341756669468,1.7558273381354204,5,23.398906130129802,17.747286918822017,1,12.546599847198696,5.653498708666562,3,4,2,1
53,24.58462399755233,1.7083011597631317,3,24.96523975282501,19.464039010470962,1,6.706641164493719,6.020374950605373,2,3,2,1
54,34.89341031072694,-1.3565748903414874,2,10.844475102176112,16.425661575026552,4,6.626674140323999,5.2917445983225075,1,9,1,0
55,38.24799617996761,-6.082904020678548,5,5.676832917007616,33.187609748391395,3,11.049904282921673,1.0,3,3,1,0
56,37.45024095292959,-5.607650737125137,4,14.000104031381227,19.23172298988534,2,7.375461441786199,1.0,1,3,1,0
57,23.28625981421889,3.5467625722765863,1,22.028360348702968,3.8145233519163106,1,8.683546158489953,1.0,3,4,2,1
58,27.526300993190283,0.09729127759441558,5,11.643296525364455,13.669861776862362,1,10.878482048456455,4.728332864867182,2,1,1,1
59,32.650107451228514,-0.6925612230361238,2,12.634982564306338,4.2159997330312,1,10.197733577287263,1.7128379496785824,3,5,4,0
60,37.80436101697887,-2.119450211611763,3,3.360977648195668,17.71661213306659,1,8.873777928512492,1.0,2,6,0,0
61,26.16660609723768,-1.525944227403759,2,10.511387314194026,26.725496745679365,0,4.070466598643898,3.160532136239676,2,3,2,0
62,28.514728186689464,5.234558972440697,10,9.674870245214453,13.455233276963112,3,9.80652091998125,3.634588299259711,2,1,0,1
63,21.149320207951774,-1.6762204093401336,4,8.79221257163624,15.96967035365423,1,10.9804730571877,4.835732094580618,6,8,2,1
64,20.430347007354634,-6.705323566507843,3,22.182466748104996,17.252347076618058,0,10.26291862589986,5.014599357861293,3,6,0,1
65,36.500206579153584,3.7182588777008663,4,1.4825358303083236,21.40742493835245,0,3.881759041639148,5.12120244709014,4,7,2,0
66,40.84992022856658,-1.024383319323586,5,24.303679572433673,25.160827786355245,0,10.461601598842845,6.639997056229416,2,3,1,1
67,29.42391902735733,0.15697932766388223,3,0.20617063182840067,28.07255427935368,1,5.882443122150979,4.413673438756216,2,4,1,0
68,38.02826318313619,8.037891531997552,1,23.639850348745224,42.55516982936521,2,1.0,6.49792567082698,1,8,0,1
69,32.89308820038107,-0.10280278675253593,2,13.701187570963588,21.234959310000725,5,7.53687820168729,4.300087123014778,0,6,0,1
70,24.839041963159005,1.4459183655936267,3,17.561131110002894,27.357930539797145,1,4.561715692603548,4.20372887544692,3,5,0,1
71,32.89116484406731,-5.894617456491627,2,4.678321242378081,4.124432523217251,1,7.993942858566892,3.8572788711093366,0,4,1,0
72,42.304292531727754,-1.0983472617548007,4,16.355288475415175,16.208170144344663,2,4.256902984184806,4.927251558349508,2,7,2,0
73,29.71339168712039,3.047630226043006,5,22.048941713193315,17.295831065379268,0,7.366554239098236,6.319599850192256,6,2,1,1
74,42.51714924651205,-7.776868669206212,0,3.48700349584129,9.82685111012896,1,3.128894688405219,6.279497066775399,4,13,2,0
75,9.042039167282045,1.0042254655785479,2,3.177040306832249,14.64007268632464,0,5.9731191444391785,6.2186689800625965,3,7,2,1
76,36.57522003500179,0.5039553632240314,3,7.599447728736819,18.925152823443725,2,9.008977802509637,5.6209730108074085,2,9,1,0
77,30.69637654590537,0.2064372779371969,4,4.043147311884954,14.95336625835192,2,13.309180205455954,2.695084650430093,6,8,2,0
78,27.60794119627306,5.1857944932912154,2,2.7661462023336774,46.018341878381605,1,7.160708686935063,10.514411150060635,4,3,4,0
79,30.73408621228402,1.6721925742426076,0,16.957975899632295,25.122753415777296,2,7.959757065947127,2.333224678794074,5,3,0,1
80,14.099448683192858,7.39035949178222,2,5.34566534781227,40.010227388593364,2,10.394709276882292,5.244634811798617,1,4,2,1
81,28.242624897299905,-4.967947577970181,1,16.675372485049657,34.92651178834005,0,9.216089124180876,10.995393190063496,1,4,0,0
82,32.85690057209397,0.6796228360917399,4,21.548230677895408,13.60753866549614,1,9.368571264240279,6.764755858124211,2,4,0,1
83,41.82315235793213,0.4223339319497371,1,16.30061978532501,20.375604674198115,3,10.096503803292556,3.5994290203322774,2,7,1,0
84,25.85383825381082,-5.346272468775401,2,2.984176747885023,15.651753789254231,1,6.857408795741362,7.436714528938971,2,1,1,0
85,23.532051176854498,4.781475010456731,1,14.339439351186126,18.381772407136683,1,5.637607483357085,5.390229906102965,1,8,1,1
86,25.98594365132371,11.62336652926409,4,9.840717105288771,10.235663308112693,2,8.837267832365589,3.3673189458966535,1,4,1,0
87,37.32321694161659,-0.08503037241915498,1,8.584273418062368,15.584646708297772,2,1.0091625500345938,5.436184925790767,3,6,2,0
88,32.630008877277476,2.5251054413688347,2,7.963286715745804,23.595188815332385,0,1.8396261416821424,4.2745120728546535,3,5,0,0
89,25.76191836986369,0.4225923790766362,4,23.235805595491136,23.331220569422037,1,12.486352288084587,4.570583966784957,2,2,1,1
90,34.106139464906846,-3.5679233495358793,3,18.562686416943194,22.53403665216267,3,11.406078001525028,5.084915240552977,1,5,0,1
91,30.776620394784324,-9.103801389010082,9,3.346219739507375,19.40325175116441,2,5.961078037791773,6.399151835471995,3,7,1,1
92,37.74915992426311,-3.528867415476826,1,11.900136993311595,28.607424252369405,0,4.309370586338982,6.803328782275705,1,1,0,0
93,24.38357524898118,-6.9597919047586565,0,7.955576881347989,17.429569739214617,3,9.627153038877127,3.5433775764599877,0,6,1,1
94,27.378702827217854,8.52051039029559,1,24.448457813648954,33.915523397616155,1,10.109650236531897,5.720331203112346,2,9,0,1
95,26.86313477494274,-0.5755484696161958,2,24.450724323829238,1.5240244298243795,1,5.323398625839111,4.464688043618693,2,7,0,1
96,18.29188041494305,-1.7295966452358535,1,7.988361858325874,26.56811023975756,2,7.6203489654246015,6.534432538982517,3,4,1,1
97,32.36896221651661,4.44576912393903,0,8.802827903636368,24.88371112247357,1,2.5936051715704354,2.9573400645007,2,2,1,0
98,32.08844217743911,-5.60875551427944,5,14.98535517841364,13.2543344274845,2,6.682800644814225,4.958484096717386,2,4,1,1
99,30.040907653139687,-3.834320190022762,5,11.982675358187503,16.44768973144723,0,7.291929803427491,1.3419195363580623,3,7,0,1
100,28.123302932998826,0.34036134624310516,7,5.3275218039610355,24.647909391090366,1,8.487866898890223,6.408562197543361,2,4,2,0
101,18.677034063596686,5.143844957117403,2,16.510304174715284,29.159352471487495,4,14.646981044395831,8.603175755666445,2,1,0,1
102,26.63483741787713,2.508425225843941,4,8.353216096880962,2.505368316688937,1,4.462821330261597,8.093453563148387,0,5,1,0
103,27.258283867785845,1.241625712579411,6,16.34291245830419,26.282460676542556,0,12.506617854391056,6.675226249341017,1,4,2,1
104,23.58178184622705,0.39058867618008175,3,9.592038058194992,15.423488144424434,2,6.2548773242225275,6.149679502395825,1,4,1,1
105,28.709714306671927,2.001179277633876,7,17.50524734640679,31.25289774298553,1,5.950413202795666,9.132070900249996,0,3,1,1
106,33.232406854516306,1.0082645256462732,3,16.694986772241265,1.6072478618382284,1,11.133118800041881,3.886615721180447,4,7,1,1
107,45.08948720968424,-5.149861373884679,4,12.720318898025019,44.45298965121207,2,5.905549850721439,4.49339656885691,1,3,2,0
108,31.39662250265471,0.2303961081657567,2,17.61849976777077,11.138600669859025,0,5.327554904667633,7.82525197327902,3,4,1,1
109,32.060403125782116,-5.368443294588763,3,11.52414190580038,34.29961186789678,0,9.825051280888392,4.72135011106412,2,5,1,0
110,29.404432673870662,0.4054127145041186,2,2.9034574912530724,19.30815380267167,4,9.41721198613096,3.1496320512383935,2,8,2,0
111,14.649830277607668,-2.403239707441207,2,4.552656333433866,11.813332627998696,0,6.412044063645291,1.959567278270685,4,7,1,0
112,29.787888996406267,12.696908113914308,5,6.149828354140322,22.651140053814114,2,13.39036837074826,3.320757384590059,1,6,1,0
113,30.481841679528213,-0.1994719187585596,2,1.5807232056424148,30.291254449563684,4,6.495275239207085,8.516261014629912,2,8,1,0
114,49.70593689988229,-7.021197831307944,3,17.784530515766754,4.472951992552376,0,3.2204405447989046,4.793314233357754,2,5,0,0
115,28.46111228175102,-0.6709010533846228,4,9.184755670790459,27.015888492870094,0,4.4798169969983945,3.4790763297335014,2,3,1,0
116,32.4123787386689,2.59679372818944,1,2.3380824081749325,19.878215013429102,0,4.386429027686363,4.82310019124955,1,3,4,0
117,29.722305842358054,8.366819730762618,1,20.498953018139506,25.77044082566334,0,6.874632510857387,5.650522332771333,1,1,0,1
118,20.650575699043742,-2.947261999693592,3,17.09135711158937,20.1097535733898,1,12.291040218275526,1.282845852701076,2,6,0,1
119,39.142582516120164,-7.9121398701181995,3,11.305605928192522,14.281311612453461,3,2.5514894893890574,3.21875403205504,4,9,1,0
120,36.015464261494195,4.084185057154906,3,6.185633377318355,8.868767486281211,1,13.10066247169878,2.0247073106420825,3,5,0,0
121,36.328255576344375,-6.902993529498255,3,3.793647344821169,26.72645112047025,1,5.866037801374395,7.926422628920684,2,5,0,0
122,22.72490036164209,-2.180777207537425,1,11.45935479387655,26.67271992198835,0,6.232859139895819,4.764093152804606,0,4,2,0
123,41.22235448748879,-1.2881024275549702,3,22.13114357526406,26.62272247690808,1,5.578532812691859,4.649623743717192,1,6,0,0
124,18.785191497661753,-0.34816726650054086,3,4.709883081799249,24.275963194405733,4,6.383311200892948,4.639349025126559,5,5,0,1
125,34.69485675040216,3.445822285371678,0,14.216480724787198,29.4469887183947,1,7.201421615899878,2.7601864745672122,1,6,1,0
126,47.523645006479825,-3.4181714114319384,2,24.042149880556398,34.06069279769642,4,7.544324884132653,6.0361098682266014,0,4,2,1
127,22.075709398954494,-1.3686462608338035,1,15.927914369115323,1.2358215259348206,0,8.801136410703494,8.670500796842381,0,2,6,1
128,25.469618163177824,-0.07135176474694252,3,10.99911825389671,1.0,2,1.640203786908728,3.7646616348190203,6,1,0,0
129,30.79721092070113,0.7479897875939402,2,17.90932432347271,37.17947359879645,2,7.515682181268234,6.776515429344406,3,1,0,1
130,25.972194767070405,0.48913587353961335,1,20.614447975467662,6.589534854148109,1,9.407942343636051,4.776617638190108,2,5,1,1
131,17.59469255147094,2.1800288761128988,3,14.762907447171052,9.137567132103804,3,7.7451890753537445,3.4729340579420827,0,4,1,1
132,30.54850379844822,4.219197548208687,3,21.795808974824816,17.123856881250756,0,7.131762030707672,6.810914940806445,1,6,1,1
133,21.50157029019116,1.96317057825484,4,12.86479398439344,3.4602842128689772,2,6.421325385519715,1.7578699408563963,1,6,0,1
134,33.788739445081454,2.2679276175460923,1,20.750725055156416,16.184133026923625,0,11.132845582474172,2.155128517027934,2,4,1,0
135,22.644606126129574,-7.911115833732389,1,23.80048101014238,10.51894655877335,1,9.383938623486568,8.53526569727659,3,5,1,1
136,42.39947524014032,0.2511384958284022,7,12.531086675587927,17.666591303029925,2,7.312087561938261,4.193584325896681,0,8,1,0
137,23.733973661310102,2.397537740008043,1,15.12504288963313,22.79841304907102,1,9.52114427226506,7.38307633355165,2,3,0,1
138,27.423507870354594,3.6447059728522513,5,15.236688573745875,16.564617745704354,1,10.746199043811375,4.76478285916496,4,4,3,1
139,36.50813773895736,-3.461753871168971,0,19.535871589957267,16.05952714602853,3,3.8595831800466787,1.0,3,1,0,0
140,20.15308546852836,-3.295196374443225,7,20.57414600443557,22.579957967916464,2,9.479226124035634,6.3603336140108535,0,7,2,1
141,31.819679476833034,-2.8705033764179917,3,0.6807329051515182,30.44291797949948,1,5.446871965566458,5.735899697209374,2,6,2,0
142,40.45714203425943,2.6820694994567167,1,18.333989102259697,36.02964346921666,3,11.848158521921569,3.504967589153734,4,5,1,0
143,17.14013412351018,5.169405274621043,4,19.59538111575594,17.814617459977846,2,5.107496609584572,7.1922938571576385,1,3,1,1
144,31.477070868258433,-2.037300536458008,5,17.510735986455924,38.24889151923237,1,7.895107790166141,6.870496976766251,0,9,0,1
145,32.07906235398739,4.539811568135245,2,17.842391483077403,28.76706834761246,0,8.799177211096701,3.4899674224165373,0,5,1,0
146,36.25458297421848,0.617399045822971,1,1.0350714796067362,7.679915460268237,2,2.405495649575763,7.165435354508887,1,6,2,0
147,20.104394312975344,-0.6214288858121815,2,11.050966548722652,7.38791744386325,3,1.7199939467911598,5.439964647872812,3,5,1,1
148,19.43634709532579,-1.056921149089845,6,20.454491243043517,14.227121493973302,6,6.717459321991375,5.138029264466599,1,9,0,1
149,34.17553252493518,3.7330568230107857,1,23.35017853237759,34.44603983359726,3,13.012638211927165,3.525578989953819,3,3,1,1
150,32.375877385865486,1.6278890839353504,4,5.736698014298369,14.986326844344635,2,7.425520759946226,3.167967023733876,3,7,1,0
151,32.003942802767014,11.379127138238188,4,14.479873508819876,1.0764317549372677,2,9.419095325964747,7.83799098976356,0,5,3,0
152,32.77158567597581,-4.261123214986621,2,20.108255988764594,17.711157911122893,1,1.0,5.766639862380026,1,6,2,0
153,24.559802227372074,2.5905085101498786,1,18.810191071479643,1.0,0,10.490869853644684,6.888615752884281,1,4,3,1
154,31.85802957728803,-2.6460050490575644,0,15.472252924501978,9.45014353063128,3,9.466648123051993,4.040744515822052,2,8,1,1
155,32.34457978638945,-4.346434934943219,2,0.4672797065500056,14.12971593707414,2,9.964891749118568,6.007882514115195,1,9,0,0
156,24.285188655789057,-0.05433568517486072,4,18.097146002789145,21.496689109246915,2,8.117776187917649,4.302829418628999,0,4,1,1
157,44.926196089158054,0.68676239703518,4,19.331062581970375,30.241623266068782,1,4.160685309324593,6.333701706079352,2,4,1,0
158,33.7906633672943,14.590867775300463,3,18.071237665640876,26.941359433717643,1,5.7261155374399175,2.1943083147551357,4,2,0,0
159,20.469572022378813,-0.9207290784160104,5,19.145229037248917,8.206752015525145,2,5.265651603932077,2.229377750804722,3,6,2,1
160,35.25242886907064,-5.650893647423417,5,10.772872316971508,16.282877378343475,1,9.62829465705402,2.788638761226395,3,5,0,0
161,22.202546638181428,1.3650535874719285,2,24.843803648134774,20.763755887025667,1,7.296771776153058,4.975726623081827,2,2,0,1
162,36.296676829939614,-10.373200187731841,2,19.269672896816473,17.377928755535006,2,10.479758926185003,1.0,3,4,1,1
163,39.26876463205923,-0.4597839130213293,4,14.467000131999638,17.307047741317056,0,9.864724628774958,5.921505934831403,3,4,1,0
164,23.434541453186316,0.08012641147580213,1,23.354781743665598,2.7725667534572835,2,13.264664177652955,6.2261548791809815,2,3,2,1
165,37.70700903395458,3.973001914726057,4,22.704958486450458,8.472658488603596,2,8.319139823982388,1.5054606576468599,1,10,0,1
166,33.30224741549198,4.868111247139234,5,20.364176633356625,15.970601508607267,1,7.319817763061223,4.187337031051265,1,5,2,1
167,36.57648127995592,-2.5178480945385875,3,14.09237297459416,1.0,0,8.2799949492058,8.713421020388811,2,5,1,0
168,45.17434386123158,-0.7530700731496651,3,13.177525478667837,26.406443200098543,2,1.0,4.121659245224856,1,6,1,0
169,28.036895071977035,-3.8306041530533546,4,8.217698299363018,6.273209002889304,1,6.87750606806,2.984584429658323,3,2,0,0
170,23.970110685140085,-5.6403127740384695,1,6.271949477598709,26.868381332651378,1,9.823143032509055,4.249112262047822,2,4,1,1
171,22.883884562995814,1.5494738969031727,3,12.808987924377163,25.9891600447091,1,7.0994225481204944,7.343809777272588,2,0,0,1
172,23.473517720276494,-6.367927742982996,4,14.444544042799345,14.563069568876157,1,7.237376817731894,2.7021078970921333,2,8,3,1
173,29.383186324687166,-2.0731345028593156,3,6.1131607864711395,30.005483257015378,2,7.075059310176413,6.104761679079197,2,5,2,0
174,32.729215798533154,-4.975869799496187,1,23.06503109133697,27.431973449249334,1,12.730005700314994,5.846378238800914,1,4,1,1
175,32.213526394640155,2.7484159314512984,4,13.931849918357964,16.910385291653593,1,8.792011487827185,4.97871455783136,0,5,1,1
176,36.61746599228819,9.00715049633244,2,13.162633134553664,15.782403848083018,0,7.502902294333061,4.2448288937951375,0,5,1,0
177,30.104015135023257,-6.5079399140166565,4,10.890959709153506,30.972327856643567,1,15.239105963004416,6.8546628559422,1,2,3,0
178,41.62827261725853,-9.265092414487846,1,1.4517823929215135,22.320138394076643,1,4.027598126908633,2.720703564077066,2,5,0,0
179,27.882745334096352,-0.624434426750337,4,22.06003336149623,30.446971683681422,2,5.91874275019599,5.807163680492805,3,4,0,1
180,51.76135333271695,0.07848897978879191,2,7.924855661075744,1.0,1,4.7155527716279,1.8986322323911495,1,3,2,0
181,35.00533878212005,1.0932965337864886,4,16.06150836170736,20.98485097019462,1,5.653902407831739,6.929365289145771,1,2,1,0
182,23.142739548669738,-2.2316025761717246,2,15.185838974250885,4.22590913030627,1,11.70232443790797,6.514278066162832,1,3,2,1
183,21.432860015511103,-1.0031964941271592,7,14.61217063461317,19.74211492513237,1,4.94346799513219,4.165914157473752,2,3,1,1
184,33.85977932194548,1.837552052703011,3,13.142805050289603,27.13820208345884,0,8.047226131185193,4.533483182409279,3,7,1,0
185,28.21229771739319,5.202154463224194,2,4.535995835783202,37.39140145749103,4,9.377163640259432,5.955693252651219,1,4,1,1
186,35.71200395273674,-9.775243851591414,2,7.015143526199139,10.61833271562814,1,10.029192239348447,2.288208382987048,2,3,1,0
187,33.78590099658836,-1.844697195157311,3,13.104701781757502,14.74295194698017,4,5.9771352967605615,4.403558514544618,4,3,2,1
188,29.41736869874502,1.069043969705317,2,19.73356128992315,19.044670929244624,1,9.638990992689513,4.995762976628979,1,5,0,1
189,23.22565025545276,-4.589880523053679,0,10.799724266260466,10.254688985381096,2,6.5725646292477355,1.587303956452827,2,8,1,1
190,17.881222202513083,8.655848158836498,0,5.098063826153271,29.78559728789257,3,7.985365327037372,6.795369176651217,2,5,1,1
191,26.42788038346383,-3.177049401143685,4,2.198610620135649,19.299054546343765,3,4.730098686431673,9.160533807632225,3,3,1,1
192,36.85119035458778,-0.20646343503641418,3,16.575275087350605,21.21957023376046,3,4.021591256640841,9.809644699713116,2,4,1,1
193,31.71274995304163,2.7801104842114537,2,10.583499265529115,26.201731267741586,0,9.01374630224013,1.0969671518761759,0,4,2,1
194,20.034089770304096,-2.9564239440094724,0,3.1342723155660472,19.282884836245906,2,15.118268493610646,7.320878246436292,1,9,0,1
195,31.385447406809455,-9.232865239022086,3,16.861671999674595,11.824608718241349,0,6.975550708782456,3.7378971878883016,0,7,0,0
196,33.08253903783069,-2.1432726345826665,9,5.189468271359329,19.36979761701533,0,7.872585905311715,4.778498669029226,3,2,0,0
197,22.929140510390937,5.147202779635203,3,12.725401207591927,11.438186404866109,1,9.810127005613351,3.036007176391203,0,8,2,0
198,31.229800847564224,-1.6844756339256928,5,7.654699376921512,21.079808891164863,2,11.161626052169105,6.214646013601618,5,6,1,0
199,30.465669747568,-4.232171507294893,7,23.29225161085001,29.969377208017967,1,11.314011119345793,1.0,1,7,0,1
200,20.856237617355013,4.628361047513608,4,5.70720165677914,8.250217077276682,4,9.600858176098592,2.6005025059828175,1,5,0,1
201,32.86229888278626,-1.6538744801152636,4,10.497963038550711,4.676289985579077,1,7.473912374208264,1.0,3,4,1,0
202,34.486276210945874,-2.5508040682510864,1,23.987339920700144,20.492499359196742,2,10.038508709715689,3.8436264368961126,2,5,0,1
203,38.66440994540221,0.7472804483165476,2,7.968129498457885,12.322003832560942,0,9.173130998860662,4.373396342121542,2,1,0,0
204,38.43041641627922,3.8537510480939368,3,16.114829075275004,20.317452744119688,0,7.8182867645900025,1.8525053994682117,4,6,1,0
205,18.97864505634327,11.90856765866273,4,7.91817609265813,23.204035206097007,1,10.73778148741641,6.042961003092921,2,7,0,1
206,22.497399680679017,4.136180538287116,2,2.766874477931225,1.0,2,9.281223684148523,5.866592984466259,1,12,1,0
207,34.12028213766928,5.7991998319417215,2,15.68868081710732,26.89849427658542,0,5.900710598995167,6.731671396618904,2,10,2,0
208,34.11028760729767,-2.5298309949392768,0,22.90078838213351,8.303314970447511,0,4.804664606685183,7.812565515700319,4,6,1,1
209,34.12038149044838,-5.129340529847381,2,11.314116680852296,19.7765204943531,3,3.227538896528487,4.467706757817104,3,2,1,1
210,60.0,0.31165674809561483,2,15.654413567311678,13.406176645615698,1,5.174203129515689,5.445186532567466,0,4,2,0
211,34.56712408554534,0.535849576297981,2,15.222460331415578,14.480429852157055,3,8.092109100934486,2.9545423561000157,2,3,0,1
212,39.08452512144479,-5.392563706822986,4,10.377242565696898,36.93957939617988,2,11.074895287412215,5.134632203955707,2,2,0,0
213,37.63201410794562,-0.8764726495200642,2,15.372415969118263,23.19267520795661,1,7.651082966160044,5.225666635825688,2,2,0,0
214,35.21113001044638,1.9965880085956544,4,6.482952110474304,29.04688402953591,3,8.885870651246972,8.050395346503564,1,5,3,0
215,27.477846042877236,1.8019669750904008,3,9.450947615076302,21.509413542027428,3,9.804347128944327,6.07216885552487,0,5,3,1
216,36.07175376394614,2.521439266921362,1,11.057971409059379,26.200135746549538,1,4.35275956334394,6.1114666604745755,2,9,1,0
217,23.817398283699426,1.4548236506872148,3,21.600217089062014,24.17378362143452,1,6.703228406629476,4.395639005546627,4,6,1,1
218,28.10545114607993,-2.535043296350279,6,8.708322370831374,22.544561446868258,0,4.510118100198518,1.0,3,7,1,1
219,26.117091617367173,-2.5695031332442158,4,15.87842620289566,31.071559091646797,2,6.989640278720525,5.047523218698796,2,4,0,1
